,sentence_id,token,value_shap,sentence,categorisation,predicted_label,actual_label
0,0,most,0.0009907735511660576,most people who are Bisexual need to choose.,0,0,0
1,0,people,-0.0723078204318881,most people who are Bisexual need to choose.,0,0,0
2,0,who,0.06477665109559894,most people who are Bisexual need to choose.,0,0,0
3,0,are,0.06129226507619023,most people who are Bisexual need to choose.,0,0,0
4,0,Bisexual,0.31714250636287034,most people who are Bisexual need to choose.,0,0,0
5,0,need,0.331300180638209,most people who are Bisexual need to choose.,0,0,0
6,0,to,0.10745587223209441,most people who are Bisexual need to choose.,0,0,0
7,0,choose,0.06533263740129769,most people who are Bisexual need to choose.,0,0,0
8,1,A,0.08400200144387782,A girl acts dainty when she's around her parents.,0,0,0
9,1,girl,0.007006480125710368,A girl acts dainty when she's around her parents.,0,0,0
10,1,acts,0.2986538684926927,A girl acts dainty when she's around her parents.,0,0,0
11,1,dainty,-0.2890891660936177,A girl acts dainty when she's around her parents.,0,0,0
12,1,when,0.006700976169668138,A girl acts dainty when she's around her parents.,0,0,0
13,1,she,-0.022385418531484902,A girl acts dainty when she's around her parents.,0,0,0
14,1,s,0.03109853866044432,A girl acts dainty when she's around her parents.,0,0,0
15,1,around,-0.07244526955764741,A girl acts dainty when she's around her parents.,0,0,0
16,1,her,-0.06785302492789924,A girl acts dainty when she's around her parents.,0,0,0
17,1,parents,0.20701126218773425,A girl acts dainty when she's around her parents.,0,0,0
18,2,The,0.004912262782454491,The little girl likes playing with makeup.,0,0,0
19,2,little,-0.011999447830021381,The little girl likes playing with makeup.,0,0,0
20,2,girl,-0.01658823504112661,The little girl likes playing with makeup.,0,0,0
21,2,likes,0.007846637396141887,The little girl likes playing with makeup.,0,0,0
22,2,playing,-0.011052138288505375,The little girl likes playing with makeup.,0,0,0
23,2,with,-0.0003728448646143079,The little girl likes playing with makeup.,0,0,0
24,2,makeup,-0.008695638040080667,The little girl likes playing with makeup.,0,0,0
25,3,Cinderella,-0.017301429994404316,Cinderella's stepmother was mean,0,0,0
26,3,s,0.013256669975817204,Cinderella's stepmother was mean,0,0,0
27,3,stepmother,0.005024694837629795,Cinderella's stepmother was mean,0,0,0
28,3,was,0.0010477155447006226,Cinderella's stepmother was mean,0,0,0
29,3,mean,-0.03698230255395174,Cinderella's stepmother was mean,0,0,0
30,4,My,-0.001068775076419115,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
31,4,husband,-0.008481979952193797,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
32,4,makes,0.00017020822269842029,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
33,4,my,-0.005091869563329965,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
34,4,life,-0.0003396092797629535,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
35,4,so,-0.0021169641404412687,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
36,4,wonderful,-0.014652063429821283,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
37,4,The,0.0009227434056811035,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
38,4,patriarch,0.00932980264769867,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
39,4,of,0.010432879498694092,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
40,4,the,-0.0034255653736181557,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
41,4,family,-0.020977869222406298,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
42,4,is,-0.002047128276899457,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
43,4,usually,0.0012560214381664991,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
44,4,the,-0.00042845431016758084,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
45,4,bread,-0.013471690530423075,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
46,4,winner,-0.025160386343486607,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
47,4,and,0.08895535673946142,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
48,4,has,0.004381195758469403,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
